Participant,Task,Intent,Notes,Temporal,Spatial,Edit,Note,Extra params,Temporal Disambiguation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,3,"Create a title over the video for “Point 1: How to get started in a language” blur out the video to bring focus to the title. At 1:27, end title card 
",Speaker says how to get started in a language (or something similar),,"Adding Text, Blurring",,“Point 1: How to get started in a language”,1:10 - 1:27, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,4,"9:22 - Add big text at top of frame to emphasize point, “Lots of listening and reading!”","Speaker says ""Lots of listening and reading""",Top of frame,Adding Text,,“Lots of listening and reading!”,9:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,6,"At 15:57, animate in text to emphasis summary, something like “focus on one language, occasionally refresh other languages with short stories, videos, etc.”",15:57,,Adding Text,animate text,"“focus on one language, occasionally refresh other languages with short stories, videos, etc.",15:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,12,"Similar to the book and headphone animation, occasionally animate in pictures the emphasis what the speaker is saying.",,,Adding Image,"animate image / I think we should remove ""similar to the book and headphone animation"" part from the command",pictures the emphasis what the speaker is saying,3:28,4:12,4:31,5:10,6:00,7:21,7:34,7:57,9:11,10:44,13:35,,,,,,,,,,,,,,,,,,,,,,,
1,3,13,End with answer at 1:02:21 and use a big title over the video: “WHEN YOU FEEL LIKE IT!”,1:02:21,over the video,Adding Text,"I think we can regard ""over the video"" as ""non-specified""",WHEN YOU FEEL LIKE IT!,1:02:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,7,16:49 Similar title slide “Point 3: How do you start talking?”,16:49,,Adding Text,,Point 3: How do you start talking?,16:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,5,We will zoom in on his hand while he talks about two different languages machine / natural language ,while he talks about two different languages machine / natural language,on his hand,Zooming,,in on his hand,7:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,13,Around 28:20 while showing very mysterious a.out file we will give some ghost looking transparent meaningless layovers because we dont’ want to losen the concentration of watchers.,Around 28:20,,Adding Image,,ghost looking transparent meaningless layovers,28:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,7,"13:50-14:20 while he is talking thingies as

#include <stdio.h>
Main, header file ,
Input, and receive thingies I want to make it one new screen and make it pop up by sequence so the watchers can get informations indented on their brain. For example, if I just listen to / watch to this video, It’s actually hard to get the point which is the most important. So, we will gonna just highlight the important part .",13:50-14:20,,Adding Text,,"#include <stdio.h> Header file
Int main()
{

}
Receive 0;
",13:50 - 14:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1,"Overall, this guys is interacting too much with subscribers saying meaningless thingies like hey laura blabla thank you so will gonna trim almost every of it and make it into compact ‘informing’ video. ",meaningless thingies like hey laura blabla thank you,,Cutting/Trimming,,,0:45,0:58 - 1:36,3:45,6:21 - 6:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,4,6:46 He started to talk about history and mentioned one PhD student berish someone. We will gonna insert this photo and make it written down with sketching sound with his name at the exact point he mentioned that name. (used character as an explanation),6:46,described as sketch,Adding Image,"embedded an image, also + sketching sound",this photo,6:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,4,6:46 He started to talk about history and mentioned one PhD student berish someone. We will gonna insert this photo and make it written down with sketching sound with his name at the exact point he mentioned that name. (used character as an explanation),exact point he mentioned that name,,Adding Text,,his name,6:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,2,"Every time any quality of Surface go is mentioned, show it on the screen",Every time any quality of Surface go is mentioned,on the screen,Adding Text,,any quality of surface go,1:23,1:26,1:30,1:34,1:39,2:28,2:39,4:17,4:26,4:45,7:54,16:46,,,,,,,,,,,,,,,,,,,,,,
3,6,3,"Whenever the quality/price/battery/accessories of the two devices are compared, place a small light colored box on the bottom of the screen, so that the viewer can visually compare them",Whenever the quality/price/battery/accessories of the two devices are compared,Bottom of the screen,Adding Shape,,box,12:40,1:50,2:02,2:16,2:17,2:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,4,"When entering the wifi password, place a screen that shows what he’s entering. Show the first half of the password and put stars for the rest. E.g. admin12****",When entering the wifi password,,Adding Text,,first half of the password and put stars for the rest,5:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,5,"At the following moments put a very quick transitional frame which describes what the speaker is about to talk about:
6:04 - Accessories
7:48 - Power adapter
8:09 - Surface Connect Connector
9:20 - I/O
10:06 - Webcam
10:29 - Signature type cover
11:16 - Magnetic docking mechanism
15:35 - Display","6:04 - Accessories	
7:48 - Power adapter	
8:09 - Surface Connect Connector	
9:20 - I/O	
10:06 - Webcam	
10:29 - Signature type cover	
11:16 - Magnetic docking mechanism	
15:35 - Display",,"Adding Text, Adding Frames",,,6:04,7:48,8:09,9:20,10:06,10:29,11:16,15:35,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,14,"Add a thumbnail picture and once the video starts add a very small description text, since there is no introduction part",once the video starts,,Adding Image,,thumbnail picture,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,14,"Add a thumbnail picture and once the video starts add a very small description text, since there is no introduction part",once the video starts,,Adding Text,,very small description text,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1,"To compare the MS surface go’s spec with gpd pocket 2 apple’s spec, highlight the spec of gdp pocket 2",,,Adding Text,,,1:44,1:50,2:02,2:16,2:17,2:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,11,It looks lightweight when he holds it. It would be good to add an emphasis for this.,when he holds it.,{object},,,,1:40,19:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,12,It looks like there are clear pros and cons between the ones on the right and the left. It would be beneficial to include content that emphasizes these differences. ,,,Adding Text,,content that emphasizes these differences,2:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,13,"I added a text below the prize barcode that says “Please take a photo, it’s first come, first served.”",,, Adding Text,,"Please take a photo, it's first come, first served",6:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,14,Trim from 7:20 to 7:40 where he opens the box and says there is a manua,"7:20 to 7:40, where he opens the box and says there is a manua",,Cutting/Trimming,,,7:20 - 7:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,1,"Remove all sections throughout the video that aren’t directed at questions. For example, things like “Please like the video”, “Thank you” etc. at 6:07, 24:03, 32:57. The whole video should only contain questions and answers.","all sections throughout the video that aren’t directed at questions. For example, things like “Please like the video”, “Thank you” etc. at 6:07, 24:03, 32:57.",,Cutting/Trimming,,,6:02-6:07,24:03,32:57,0:05 - 1:50,8:20 - 10:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,4,"Whenever the man’s pauses or filler words are too long in his answers, cut them out.",whenever the man's pauses or filler words are too long in his answers,,Cutting/Trimming,,,0:07 - 00:08,00:12 - 00:13,00:16 - 00:18,00:45 - 00:47,03:22 - 03:23,07:25 - 07:27,07:43 - 07:44,09:13 - 09:14,11:09 - 11:10,12:46 - 12:47,15:52 - 15:53,17:48 - 17:49,18:23 - 18:24,18:40 - 18:41,19:43 - 19:44,20:59 - 21:00,21:04 - 21:06,22:56 - 22:58,23:49 - 23:51,25:13 - 25:14,27:06 - 27:07,27:20 - 27:22,28:35 - 28:37,28:56 - 28:57,29:42 - 29:43,30:21 - 30:23,30:27 - 30:28,30:43 - 30:45,31:21 - 31:23,,,,,
6,5,6,"Make a circular progress bar at the top right side of the screen that starts at 0% when the man starts answering the question, and gradually increases to 100% once he is done, so that users can know how much of the answer is left.",,,Adding Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,8,"At 3:56, when the man refers to his instagram account, put an instagram icon and his instagram id on the right side of the screen, with a small description saying “check recent eyebrow case”","at 3:56, when the man refers to his instagram account",right side of the screen,Adding Text,,check recent eyebrow case,3:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,8,"At 3:56, when the man refers to his instagram account, put an instagram icon and his instagram id on the right side of the screen, with a small description saying “check recent eyebrow case”","at 3:56, when the man refers to his instagram account",right side of the screen,Adding Image,,instagram icon,3:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,12,"When the man gives specific examples in his answer, show the key items/nouns as text next to his head. For example, at 31:48, he mentions caffeine and ‘saw palmetto(?)’ so show these words as text for a brief moment",when the man gives specific examples in his answer,next to his head,Adding Text,,"key items/nouns. For example, at 31:48, he mentions caffeine and ‘saw palmetto(?)’ so show these words as text for a brief moment",31:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,13,"Right at the beginning of the video, make a frame where all the questions are listed in order. There should be the tile of each category, and also the timestamp of each question. If they don’t all fit in one frame, divide them into multiple (maybe one category per frame)",Right at the beginning of the video,,"Adding Text, Adding Frames",,"all the questions are listed in order. There should be a tile of each category, and also the timestap of each question. If they don't all fit in one frame, divide them into multiple (maybe one category per frame)",0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,14,"Whenever the man refers to his YouTube channel or a specific YouTube video or another channel, put a text on the right side of the screen with a YouTube icon and the Channel name
",Whenever the man refers to his Youtube channel or a specific Youtube video or another channel,,"Adding text, adding Images",,,25:49,24:03,8:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,1,Take out all “thank you for your donation” and “thank you for your comment” parts - essentially these that are outside of the questions+answers (excluding the opening and final ment).,all “thank you for your donation” and “thank you for your comment” parts,,Cutting/Trimming,,,22:16 - 22:27,31:09-31:31,34:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,2,"For each question that is being read out and included in the video, show it clearly on the screen, preferably in the form of comment box. ",For each question that is being read out and included in the video,,Adding Text,,each question that is being read out and included in the video,1:58,3:18, 5:05,6:14,11:46,13:43,15:23,18:30,19:26,20:04,20:58,21:13,21:34,22:32,23:06,23:33,24:12,24:54,25:30,26:24,27:08,27:41,29:35,30:17,31:31,33:18,,,,,,,,
5,5,2,"For each question that is being read out and included in the video, show it clearly on the screen, preferably in the form of comment box. ",For each question that is being read out and included in the video,,Adding Shape,,form of comment box,1:58,3:18, 5:05,6:14,11:46,13:43,15:23,18:30,19:26,20:04,20:58,21:13,21:34,22:32,23:06,23:33,24:12,24:54,25:30,26:24,27:08,27:41,29:35,30:17,31:31,33:18,,,,,,,,
5,5,3,"Timestamp -> 4:00
When talking about the personal ig account, include the @doctor_gary (or whatever the instagram account is)

I’d prefer white, slightly rounded letters, and add dynamic motion to it - appearing from left to right. 

Keep it for around 5 seconds on the screen.
",Timestamp -> 4:00 When talking about the personal ig account,,Adding Text,,"@doctor_gary (or whatever the instagram account is). I’d prefer white, slightly rounded letters, and add dynamic motion to it - appearing from left to right. 

Keep it for around 5 seconds on the screen.
",4:00 - 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,4,"Take out moments of pause between questions (i.e. the moments where doctor Gary  braces himself to read out the next question). The goal is to make the video more concise - the answers are already extensive, so we would like to shorten the part before reading out the question as much as possible.",moments of pause between questions (i.e. the moments where doctor Gary braces himself to read out the next question).,,Cutting/Trimming,,,0:07 - 00:08,00:12 - 00:13,00:16 - 00:18,00:45 - 00:47,03:22 - 03:23,07:25 - 07:27,07:43 - 07:44,09:13 - 09:14,11:09 - 11:10,12:46 - 12:47,15:52 - 15:53,17:48 - 17:49,18:23 - 18:24,18:40 - 18:41,19:43 - 19:44,20:59 - 21:00,21:04 - 21:06,22:56 - 22:58,23:49 - 23:51,25:13 - 25:14,27:06 - 27:07,27:20 - 27:22,28:35 - 28:37,28:56 - 28:57,29:42 - 29:43,30:21 - 30:23,30:27 - 30:28,30:43 - 30:45,31:21 - 31:23,,,,,
7,2,4,"Edit the lemon herb chicken at the end of Footage 1 by highlighting the pot with thick and moving lines, zooming in, making it more vibrant (increase color contrast) - this should also last a few seconds",at the end of Footage 1,the pot,"Adding Shape, Zooming",,,49:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,8,Putting subtitles for summarized steps + things to emphasize,,,Adding Text,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,19,"Add both visual and audio transitions between introduction (Footages 1 to 3) and title screens, and between all instructional segments denoted by title screens ","between introduction (Footages 1 to 3) and title screens, and between all instructional segments denoted by title screens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,6,"Show ingredients: Find footage for ingredients and edit it so it looks like we are spanning over the ingredients, and time highlights with narration => Footage 4, add after 1~3
Chicken thighs 
Olive oil
Bacon
1 lemon 
Onion
Flour
Cider
Stock
Herbs - Thyme, rosemary
Salt, pepper, chili flakes,

","Footage 4, add after 1~3",spanning over the ingredients,"Adding Image, Adding Text",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,16,"Add “idiot sandwich” meme to intro when introducing Gordon (“if you don’t know him, you’re an” + meme)",when introducing Gordon,,Adding Image,,idiot sandwich meme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,3,"Cut out irrelevant greetings 
Cut from 3:19 to 11:43. Start back from ‘So lets just get started…”

","from 3:19 to 11:43 Start back from ‘So lets just get started…”
",,Cutting/Trimming,,irrelevant greetings,3:19 - 11:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,4,"Create a list that shows this video’s main focus. The sections would be 

Lesson 1: Hello World
Lesson 2: Compile & Execute
Compile & Execute Locally

And show this list after 0:57  
", after 0:57,,Adding Text,,"Lesson 1: Hello World
Lesson 2: Compile & Execute
Compile & Execute Locally",0:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,10,Show his email at 2:46 ,at 2:46 ,,Adding Text,,his email,2:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,13,Find and Cut out all moments of pause over 3 seconds as in 18:04- 18:08. ,all moments of pause over 3 seconds as in 18:04- 18:08,,Cutting/Trimming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,7,Cut the rest of the video from 33:43 to 57:50 and start back from “thank you so much for watching” ,rest of the video from 33:43 to 57:50 and start back from “thank you so much for watching”,,Cutting/Trimming,,,33:43-57:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,4,"Whenever the camera is facing down to the pan crop it so that pan is centered
Crop to what is within the box

",Whenever the camera is facing down to the pan,pan is centered,Cropping,,,11:08-11:20,11:41-46,13:30-13:44,14:15-14:26,14:35-15:04,16:25-16:34,17:04-17:14,19:55-20:04,20:26-20:34,20:45-21:04,21:55-22:14,24:14-24:24,24:35-24:44,25:35-25:44,26:05-26:34,26:55-27:04,39:26-39:54,41:04-41:14,41:44-41:54,42:05-42:15,42:44-42:55,,,,,,,,,,,,,
9,2,6,"Add in bold, arial font “Cooking lemon herb chicken with gordon ramsay” in intro with a light blur over the video which gradually goes away as soon as he starts talking.




",in intro,,"Adding Text, Blurring",,"in bold, arial font “Cooking lemon herb chicken with gordon ramsay”",5:00-5:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,7,"Whenever he introduces new ingredient and cooking instruction have it listed up in the top left corner in the same arial font but slightly smaller and make sure it doesn’t obstruct his movements for five seconds at which point the text disappears
",Whenever he introduces new ingredient and cooking instruction....for five seconds at which point the text disappears,in the top left corner,Adding Text,,new ingredient and cooking instruction,10:06,10:18,10:23,10:37,10:51,11:07,11:38,11:47,11:54,12:24,12:46,13:11,14:11,14:55,15:08,15:40,16:06,16:24,16:49,16:52,17:32,18:06,18:44, 19:09,19:52, 20:44,21:19,21:30,21:39,21:50,22:00,23:06,23:40,27:15
9,2,9,"Add in hand emoji for delicious in top left corner whenever he says the word “delicious” for a split second
",whenever he says the word “delicious” for a split second,,Adding Image,,hand emoji,6:52,7:15,7:48,10:55,12:28,16:57,17:40,18:21,19:11,20:47,23:45,35:17,36:15,43:02,44:32,48:24,50:01,51:49,,,,,,,,,,,,,,,,
9,2,13,"Cut out any remaining parts where he is talking about any other dish that isn’t about the lemon herb chicken or the gravy
",any remaining parts where he is talking about any other dish that isn’t about the lemon herb chicken or the gravy,,Cutting/Trimming,,,00:00-6:52,18:12-45:32,49:36-53:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3,11,"At 8:57, show a picture like

New words

Some words

Other words

Other words

Some words
",At 8:57,,"Adding Image, Adding Text",,,8:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3,12,"At 9:45, create a graphic that is similar to the one in 8:50 but this time add a new step ",9:45,,Adding Image,,"graphic that is similar to the one in 8:50, but this time add a new step",9:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3,14,"At 10:26 and 10:32, show on screen the definition of the words “polyglot” and “dilettante”","10:26, 10:32",,Adding Text,,"the definition of words ""ployglot"" and ""dliettante""",10:26-10:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3,16,"At 11:54, add a youtube comment stating the question accompanied by an emoji or other facial icons.",11:54,,"Adding Text, Adding Image",,youtube comment stating the question accompanied by an emoji or other facial icons,11:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3,21,"At 17:40, put an animation so that a phrase enters his ear as he says he heard the phrase and then make it come out of his mouth when he says it just comes out",17:40,entering his ear and coming out of his mouth,Adding Text,,phrase when he says its,17:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,